beerName,beerStyle,upc,quantityOnHand,price,createdDate,updateDate
Session Bear Lager,WHEAT,913121965962,344,8.22,2024-07-13T23:32:31,2024-09-14T06:33:00
Ancient Wolf Bock,PORTER,806619839426,302,16.62,2020-10-05T18:41:02,2021-09-05T14:05:36
Ancient Bear Gose,LAGER,655909853736,148,22.41,2020-10-20T15:11:10,2023-06-15T00:32:39
Amber Lion Ale,GOSE,983917015835,216,12.47,2022-09-05T01:10:20,2022-10-16T08:03:28
Hoppy Mountain Stout,LAGER,133127799796,61,18.46,2023-08-14T01:09:22,2023-08-22T16:00:59
Smooth Eagle Gose,ALE,172996163048,453,10.46,2023-05-13T19:55:41,2024-08-13T22:07:04
Frosty Creek Ale,LAGER,038406158598,54,24.79,2021-01-30T22:36:24,2021-07-15T20:28:48
Hazy Hawk Wheat,IPA,853365063344,62,12.51,2023-01-24T19:58:11,2024-09-11T00:20:17
Dark Ridge Sour,PILSNER,564813177113,4,17.81,2024-06-07T20:24:26,2024-08-31T22:11:10
Cloudy Fox Bock,ALE,079829591077,358,16.25,2022-06-17T21:21:34,2023-08-03T17:41:28
Golden Raven Bock,PALE_ALE,585818625267,94,23.99,2021-12-25T06:14:13,2022-01-20T13:16:44
Ancient Eagle Sour,GOSE,608145571868,231,15.44,2021-12-06T14:51:45,2023-03-13T22:36:22
Crispy Tiger Gose,WHEAT,444483577953,359,4.82,2023-03-05T03:53:51,2024-05-06T02:57:32
Rustic Storm Wheat,PILSNER,358360687466,438,13.0,2021-09-27T02:06:45,2022-11-11T12:53:17
Rustic Eagle Pilsner,STOUT,149799945627,145,4.69,2024-11-16T12:24:01,2024-11-26T21:55:07
Bold Tiger Ale,GOSE,125967088420,160,16.71,2022-01-07T17:43:41,2024-05-23T22:26:01
Roasted Coast Gose,SOUR,737222623807,343,24.85,2020-08-25T18:11:37,2023-05-30T09:17:19
Roasted Lion Pilsner,SOUR,058051100290,438,5.09,2020-08-28T21:54:04,2024-03-31T09:13:47
Bitter Wolf Lager,SOUR,923730665507,25,3.35,2022-06-26T18:17:36,2023-09-04T02:28:36
Session Lion IPA,GOSE,843924246460,266,6.6,2024-07-29T21:29:25,2024-10-06T16:44:39
Frosty Raven Stout,STOUT,332363033192,394,10.86,2022-07-08T14:56:30,2024-12-17T09:32:01
Cloudy Raven IPA,STOUT,108594433601,129,5.93,2023-04-11T09:42:26,2024-11-19T02:20:15
Imperial Valley Wheat,STOUT,866611561287,308,21.43,2022-08-12T04:40:05,2024-04-04T07:41:47
Roasted River Gose,SOUR,330387738328,232,5.71,2023-12-11T13:26:57,2024-09-19T09:14:11
Bitter Lion Gose,PORTER,381038409092,228,18.22,2023-09-01T03:00:16,2024-06-05T17:24:28
Golden Storm IPA,IPA,149506333540,166,6.24,2022-06-22T13:07:08,2022-10-19T10:03:49
Bold Tiger Sour,PORTER,866718774903,255,23.29,2021-05-03T13:26:32,2022-08-10T09:24:19
Cloudy Hawk IPA,PORTER,017569228308,432,14.86,2020-10-05T03:58:37,2022-05-09T01:57:43
Frosty Valley Lager,STOUT,375778138833,294,14.38,2022-03-27T22:40:14,2023-11-09T04:59:32
Sweet Tiger Ale,WHEAT,474480162867,162,19.84,2024-07-27T21:38:04,2024-09-18T15:07:11
Imperial Valley Bock,PALE_ALE,976777297096,367,10.22,2024-10-15T04:32:33,2024-10-26T10:01:06
Hoppy Storm IPA,PORTER,575270587444,239,5.27,2023-09-17T12:05:05,2024-05-17T06:15:05
Bright Forest Stout,PORTER,036755482151,93,17.18,2023-04-15T11:42:23,2024-12-25T05:10:40
Golden Dragon IPA,PALE_ALE,442466127187,254,4.83,2024-11-07T10:58:15,2024-11-08T00:11:04
Malty Eagle IPA,GOSE,389692416833,115,20.44,2022-03-29T00:06:33,2024-08-01T17:16:48
Imperial Raven Ale,GOSE,278898201927,60,5.66,2022-09-24T02:35:05,2023-01-24T14:00:01
Dark Falcon Pilsner,PORTER,226815252577,297,12.77,2020-06-19T11:11:31,2022-03-05T00:17:10
Sweet Eagle Porter,WHEAT,888083041323,407,19.94,2024-08-10T11:04:28,2024-12-14T19:46:03
Imperial Forest Lager,GOSE,580495427141,355,20.68,2022-10-23T21:11:05,2023-07-11T07:59:41
Imperial River Stout,STOUT,088576854223,304,23.21,2022-12-17T19:42:07,2023-01-07T01:52:17
Ancient River IPA,IPA,257861733225,387,8.53,2021-01-16T04:06:46,2023-09-15T00:30:29
Rustic Tiger IPA,ALE,924454671479,85,13.47,2021-09-19T01:17:05,2023-05-10T21:37:58
Sweet Eagle Stout,SOUR,362680389693,262,3.48,2024-08-30T11:45:46,2024-10-03T02:44:34
Hoppy Creek Stout,GOSE,703938096004,182,14.67,2022-05-13T22:04:40,2022-12-27T10:25:02
Bright Peak Bock,IPA,142991010450,202,23.69,2022-05-20T04:32:50,2024-12-07T23:18:49
Smooth Mountain IPA,LAGER,766294176342,281,17.39,2024-03-09T01:12:54,2024-10-02T14:23:15
Smooth Peak IPA,STOUT,510470417760,450,7.12,2021-12-15T20:36:55,2022-02-27T16:25:22
Rustic Dragon Pilsner,PALE_ALE,916837131895,98,13.19,2022-09-03T14:29:34,2024-08-08T13:48:50
Sweet Creek Gose,PORTER,404474337289,62,11.56,2023-06-04T15:33:59,2024-04-03T04:07:13
Hoppy Hawk Porter,WHEAT,876619776552,311,17.39,2020-08-30T12:21:37,2022-08-15T00:46:22
Imperial Raven Lager,LAGER,866247008928,10,18.98,2024-01-04T22:07:48,2024-11-15T23:29:02
Rustic Creek Wheat,PILSNER,892762937179,134,15.31,2024-02-09T16:12:35,2024-06-29T14:39:24
Bold Valley Bock,IPA,050869798431,427,24.64,2022-03-13T07:52:34,2022-11-22T16:55:24
Ancient Forest Porter,PALE_ALE,495109975425,276,23.22,2020-09-06T02:35:02,2023-05-09T16:31:34
Sweet Eagle Lager,WHEAT,514527325243,302,14.56,2022-11-20T11:31:41,2024-08-17T20:43:14
Hoppy Storm IPA,GOSE,176287917431,248,9.37,2024-03-03T09:28:40,2024-03-24T20:27:45
Hoppy Forest Sour,PALE_ALE,792270212521,210,10.57,2021-02-10T13:54:25,2022-10-03T15:23:08
Golden Bear Porter,ALE,189785328601,336,23.29,2023-11-13T01:54:51,2024-06-07T08:48:06
Golden Hawk Stout,PILSNER,792252663922,430,13.15,2021-09-28T23:24:00,2023-11-21T12:18:02
Bitter Eagle IPA,PALE_ALE,874166345686,416,18.08,2021-07-25T08:39:35,2022-07-27T07:13:13
Bold Hawk Lager,IPA,602582136830,359,13.48,2021-11-07T06:55:08,2021-12-06T09:30:56
Bright Dragon Bock,WHEAT,283144993970,50,22.69,2021-09-25T11:45:22,2024-05-18T18:22:17
Amber Raven Wheat,ALE,999313818168,173,12.15,2022-08-16T14:45:20,2024-08-20T20:35:31
Imperial Ridge Gose,GOSE,795018000269,120,3.8,2022-06-01T19:36:25,2024-09-05T00:57:16
Hoppy Tiger Lager,LAGER,675939565741,21,16.47,2020-02-01T12:21:14,2021-04-24T09:14:54
Rustic Tiger Ale,SOUR,837577631629,46,10.99,2022-09-23T09:51:25,2023-09-13T12:04:56
Crispy Eagle Bock,STOUT,167864834169,383,15.96,2021-03-18T08:20:12,2024-08-31T23:14:36
Bitter Peak Ale,PILSNER,566955607080,159,15.01,2021-02-16T21:54:22,2023-02-23T05:49:33
Roasted Lion Wheat,PALE_ALE,984822857613,423,23.99,2023-08-03T19:47:47,2023-08-23T04:52:15
Cloudy Lion Gose,LAGER,846580607941,363,23.41,2020-01-19T00:52:28,2024-04-04T10:24:01
Sweet Fox Stout,ALE,449392055793,470,12.4,2024-07-03T19:58:23,2024-11-24T18:09:47
Sweet Eagle Wheat,PILSNER,616859051457,71,15.63,2022-02-16T22:04:45,2022-03-26T12:52:47
Imperial Coast Bock,SOUR,915280899314,348,4.86,2020-09-30T20:02:11,2023-06-26T00:15:01
Bright Eagle Pilsner,STOUT,323214299469,150,24.69,2021-02-27T02:48:14,2022-01-07T03:45:41
Ancient Falcon Wheat,GOSE,332304730027,259,16.96,2020-02-16T02:35:48,2021-05-27T20:36:03
Session Peak Porter,GOSE,750758031496,366,3.89,2023-04-09T12:07:15,2024-07-08T10:34:36
Ancient Creek Ale,LAGER,452441051919,88,12.41,2020-09-19T03:40:43,2022-05-07T10:38:07
Bitter Mountain Wheat,ALE,464863487781,377,22.07,2021-11-19T13:56:14,2022-01-21T16:44:06
Bright Dragon IPA,GOSE,626627610515,368,17.21,2021-03-18T20:38:22,2022-12-28T09:00:05
Bitter Falcon Gose,WHEAT,132135831618,344,18.31,2021-02-09T20:03:09,2024-01-23T13:07:42
Roasted Bluff IPA,PORTER,754581922855,154,13.16,2023-03-08T18:28:54,2024-04-09T06:06:13
Hoppy Fox IPA,PILSNER,246049666602,380,8.23,2021-06-23T23:55:19,2023-01-07T09:28:27
Malty Fox Pilsner,PORTER,875028525754,258,20.36,2023-04-29T05:45:16,2024-04-30T05:03:24
Rustic Hawk Ale,ALE,397815287251,467,11.86,2020-03-22T02:07:42,2021-02-04T12:14:55
Bitter Ridge Porter,PORTER,670335528983,402,13.02,2021-12-18T08:20:10,2024-09-28T15:35:43
Rustic Peak Pilsner,ALE,257141388295,496,5.81,2024-10-17T00:46:43,2024-11-28T09:32:38
Ancient Eagle Pilsner,SOUR,820795069231,263,20.75,2023-10-14T04:20:35,2024-11-08T21:27:30
Dark Bluff Porter,GOSE,639945727650,498,21.37,2021-09-29T12:45:18,2021-12-15T09:35:04
Wild Lion Stout,PALE_ALE,389864543727,280,9.92,2021-05-11T04:48:46,2022-03-16T06:19:46
Frosty Mountain Pilsner,SOUR,893836463999,404,20.24,2022-09-29T19:16:31,2024-07-23T16:00:11
Crispy Ridge Gose,SOUR,543908182211,296,7.01,2024-08-13T06:01:02,2024-09-24T03:45:01
Frosty Wolf Ale,IPA,090487952009,61,19.67,2020-08-02T10:44:35,2021-10-30T06:48:41
Frosty River Ale,LAGER,488463695566,216,9.32,2023-09-01T09:53:30,2024-05-27T02:12:21
Imperial Storm IPA,LAGER,110969949698,449,16.32,2021-06-12T18:33:06,2021-10-23T06:51:53
Roasted Wolf Porter,WHEAT,931944547511,269,13.78,2020-08-08T09:02:02,2022-10-18T11:34:26
Golden Bear Wheat,PALE_ALE,748409601128,274,23.9,2020-07-17T11:21:55,2022-07-26T01:56:24
Golden Ridge Sour,LAGER,780956643818,61,14.73,2023-06-13T15:19:50,2024-06-20T03:22:12
Ancient Bluff Stout,GOSE,234309784090,327,20.49,2021-05-07T15:59:46,2024-03-28T02:22:58
Bright Creek Stout,PALE_ALE,560202803875,263,7.87,2024-03-13T01:28:54,2024-04-09T12:44:24
Bold Eagle Pilsner,SOUR,944499783509,152,13.51,2020-03-28T10:52:43,2024-04-14T11:31:30
Wild Tiger Pilsner,PORTER,654590772941,3,24.58,2020-03-03T13:43:47,2021-10-11T18:48:05
Imperial Forest Lager,WHEAT,773455459524,11,8.71,2022-12-10T18:50:20,2024-05-10T22:33:13
Sweet Raven Lager,LAGER,429903379062,21,9.48,2021-08-05T08:21:15,2023-10-10T03:32:39
Hazy Forest Pilsner,WHEAT,618322656698,165,18.18,2023-08-26T13:06:38,2023-09-19T10:00:09
Crispy Raven Pilsner,PALE_ALE,427095612326,298,2.99,2020-03-05T21:56:31,2024-08-06T01:53:00
Crispy Storm Sour,STOUT,702293671618,1,22.16,2020-12-21T14:46:31,2021-01-30T08:11:48
Bold Hawk Lager,STOUT,167206131943,154,13.05,2024-11-16T09:46:41,2024-12-03T21:08:34
Amber Dragon Sour,ALE,914217372776,343,5.11,2020-08-08T13:36:27,2022-08-21T06:23:54
Frosty Eagle Porter,STOUT,394821266494,137,4.47,2024-10-04T18:23:52,2024-12-04T10:25:59
Imperial Bluff Sour,GOSE,134466102221,336,19.77,2021-12-28T23:50:32,2023-12-27T08:08:22
Crispy Hawk Bock,WHEAT,714036554684,384,11.0,2022-06-23T03:16:46,2023-01-08T03:30:59
Bright Raven IPA,ALE,933694173737,334,12.46,2024-08-23T19:59:28,2024-12-06T12:22:45
Crispy Coast Bock,PORTER,949788022900,232,11.44,2020-09-05T01:33:09,2024-09-09T02:05:42
Cloudy Hawk Wheat,STOUT,220013313784,101,4.24,2021-07-01T08:35:13,2022-12-02T11:45:29
Golden Coast Gose,LAGER,656411294987,122,21.0,2022-01-03T10:35:07,2024-08-05T08:50:56
Bright Wolf IPA,LAGER,649676916668,88,9.68,2022-07-18T18:30:10,2022-11-19T19:49:27
Bitter Forest Porter,WHEAT,390006047322,430,6.4,2020-12-17T15:25:35,2024-08-19T12:02:08
Bitter Forest Gose,ALE,395412032133,165,21.04,2023-12-28T14:17:51,2024-12-06T02:49:49
Amber Mountain IPA,WHEAT,552050511687,236,12.32,2020-01-23T02:57:27,2022-12-03T02:29:12
Dark Falcon Porter,PILSNER,931378517352,214,20.14,2024-03-21T14:18:33,2024-06-17T06:45:30
Hazy Valley IPA,LAGER,312788263366,305,6.5,2022-12-29T05:04:52,2024-11-07T16:29:58
Dark Fox Ale,PALE_ALE,918814285212,0,18.22,2021-12-03T17:43:43,2024-02-17T06:31:16
Bright Coast Gose,LAGER,371074308548,437,16.57,2022-04-11T16:45:50,2023-06-30T14:00:44
Frosty Storm Porter,PORTER,783048749660,18,16.61,2021-11-21T18:30:04,2024-07-06T12:11:40
Crispy Mountain Gose,ALE,813035205639,199,22.81,2021-04-08T15:09:14,2022-09-24T15:52:57
Cloudy Wolf Ale,IPA,164901461220,23,16.87,2023-05-07T15:57:26,2023-05-15T13:23:38
Amber Falcon Stout,IPA,466265774820,180,10.97,2024-10-25T00:55:09,2024-12-28T07:04:52
Rustic Mountain Stout,LAGER,032927886642,496,6.32,2022-09-12T17:42:30,2022-12-28T09:21:41
Smooth Bluff Lager,STOUT,691766604921,106,3.9,2021-12-05T14:02:15,2024-05-15T19:36:50
Frosty Raven Stout,IPA,642026816761,330,17.79,2023-03-23T12:32:05,2023-08-26T11:04:18
Sweet Peak Pilsner,SOUR,706476599713,213,21.09,2023-08-16T11:55:55,2024-03-17T19:33:35
Amber Lion Wheat,WHEAT,530368648128,352,19.29,2021-09-20T09:38:33,2023-01-06T03:43:56
Bold Ridge Lager,GOSE,042742137817,118,19.41,2024-11-29T03:40:29,2024-12-20T11:21:09
Rustic Mountain Bock,SOUR,369113699491,232,24.38,2022-08-01T02:46:59,2024-12-22T13:43:41
Bitter Lion Stout,LAGER,673327086981,159,15.36,2021-06-21T09:18:00,2022-10-07T21:26:46
Golden Hawk Bock,SOUR,458048710707,1,6.17,2022-10-07T07:20:11,2022-11-07T22:32:57
Session Dragon Lager,STOUT,289779275826,41,23.6,2020-03-31T05:33:33,2020-04-09T16:26:48
Rustic Dragon Stout,STOUT,245520654489,334,7.39,2023-03-10T06:35:05,2023-11-12T10:27:48
Golden Peak Wheat,WHEAT,054908048900,70,11.63,2020-08-29T16:28:01,2021-06-26T11:43:49
Sweet Coast IPA,PORTER,810244258028,115,12.78,2021-12-08T14:50:36,2023-06-04T21:49:11
Dark Fox Sour,GOSE,537360414111,143,12.2,2022-08-07T19:32:00,2023-08-13T12:15:26
Smooth Bear Wheat,SOUR,429499855260,303,9.85,2023-10-11T12:08:45,2024-03-21T05:04:24
Crispy Dragon Sour,LAGER,121658152005,401,14.29,2024-02-11T07:49:35,2024-11-05T23:10:14
Sweet Hawk Wheat,STOUT,963972362025,11,17.01,2024-09-27T11:33:29,2024-11-13T13:17:34
Imperial Creek Gose,PORTER,381190372535,124,21.29,2022-09-24T23:09:36,2022-12-02T01:50:38
Cloudy Raven Bock,WHEAT,202417869510,393,16.62,2022-10-02T13:54:15,2024-11-08T19:34:26
Hoppy Hawk Wheat,PORTER,142668268388,484,10.25,2021-08-21T03:33:23,2024-04-16T16:36:17
Wild River Lager,ALE,343200149093,267,22.79,2022-05-20T01:45:29,2022-07-21T22:46:10
Smooth Falcon IPA,WHEAT,425279559056,250,23.07,2023-01-23T23:47:16,2024-07-09T10:57:51
Bitter Wolf Ale,ALE,031195232638,197,22.27,2021-05-22T02:38:31,2021-11-14T21:30:34
Crispy Mountain Sour,PILSNER,569272133553,324,3.29,2020-07-20T02:39:04,2020-08-14T14:58:41
Smooth Wolf Porter,LAGER,958864180681,156,7.36,2023-06-14T12:59:10,2024-08-27T08:45:02
Rustic Fox Stout,ALE,142034342800,291,23.38,2020-08-06T14:16:34,2020-08-13T07:39:04
Amber River Lager,PORTER,508568969306,402,14.73,2023-04-19T18:04:46,2023-07-07T10:22:54
Hazy Storm Bock,SOUR,275553122161,348,18.39,2024-04-01T01:32:42,2024-05-03T07:35:08
Wild River Porter,PILSNER,825652096099,47,21.09,2021-02-05T04:38:08,2021-08-24T00:23:57
Wild Creek Gose,GOSE,692876305278,337,8.98,2024-02-18T10:57:44,2024-07-28T19:28:49
Bold Wolf Bock,SOUR,611259468639,381,5.09,2020-11-01T10:07:10,2021-01-22T07:52:25
Dark Bluff Stout,GOSE,964797312361,33,4.1,2024-10-01T17:46:55,2024-11-07T05:36:27
Cloudy Peak IPA,STOUT,011982506087,444,7.67,2023-09-10T03:56:48,2024-10-09T23:11:04
Wild Valley Porter,GOSE,861735525172,34,7.87,2020-08-18T15:29:52,2024-12-10T22:46:29
Golden Wolf Bock,WHEAT,734466475381,205,23.51,2023-11-02T06:57:25,2024-10-18T13:30:20
Smooth Dragon Lager,PORTER,678263673945,354,22.28,2024-09-27T04:44:40,2024-10-01T22:56:43
Smooth Peak Bock,IPA,894868039174,183,6.21,2021-07-16T22:01:28,2023-07-21T15:51:10
Roasted Wolf Pilsner,PALE_ALE,605161921051,134,12.86,2024-07-26T18:15:29,2024-10-14T17:28:51
Roasted Fox IPA,GOSE,406166086363,430,18.23,2024-04-19T05:24:35,2024-08-27T02:44:18
Bright Tiger Porter,STOUT,640650566122,231,5.41,2023-09-04T05:48:59,2024-01-02T16:47:17
Malty Creek Stout,PILSNER,095380332445,116,8.77,2023-12-18T00:38:56,2023-12-24T22:18:19
Hoppy Peak Stout,WHEAT,761659828136,416,12.81,2024-06-23T09:59:38,2024-07-06T20:34:01
Hazy Lion Ale,PILSNER,009822880850,391,15.99,2022-02-11T16:45:07,2023-07-07T06:19:44
Bold Bluff Stout,PILSNER,038063764247,44,3.15,2022-12-14T21:22:45,2023-03-07T05:52:39
Hazy Raven IPA,IPA,763682915956,86,13.94,2023-10-28T21:45:20,2024-05-01T12:16:31
Session Fox IPA,GOSE,972213038066,135,10.3,2023-03-25T11:48:46,2024-05-08T09:45:56
Golden Eagle Porter,GOSE,911498987991,358,16.13,2022-08-11T14:25:17,2024-11-17T14:35:15
Crispy Bear Porter,WHEAT,006929493371,328,8.17,2020-12-29T11:49:03,2024-01-20T20:43:26
Frosty Falcon Bock,WHEAT,689460409270,254,6.31,2020-10-23T21:50:53,2023-07-11T19:09:01
Wild River Stout,PALE_ALE,529420835837,84,14.01,2023-06-13T01:41:06,2024-10-30T00:32:15
Crispy Valley Gose,PORTER,704032490678,350,19.9,2024-05-31T04:47:28,2024-12-10T00:39:19
Hoppy Raven Pilsner,IPA,934426067026,190,14.02,2023-08-04T09:17:06,2024-09-30T12:30:32
Bright Falcon Lager,ALE,527659122252,499,4.24,2020-06-05T18:34:32,2023-10-26T23:59:26
Hazy River Porter,SOUR,958739209703,52,20.95,2021-07-18T19:43:25,2022-10-30T01:45:34
Sweet Wolf IPA,GOSE,090944140621,354,16.59,2024-11-29T05:15:39,2024-12-05T09:12:25
Session Wolf Gose,PORTER,383204589511,266,20.07,2022-08-07T18:22:16,2024-03-31T01:24:49
Rustic Hawk Porter,LAGER,467589857880,197,23.58,2020-05-17T15:09:00,2024-03-27T10:12:42
Ancient Falcon Gose,PILSNER,264412059310,260,10.15,2024-04-19T20:06:41,2024-08-17T09:40:20
Crispy Peak Pilsner,PORTER,039023492395,243,18.34,2020-12-04T20:14:16,2022-08-02T06:44:53
Ancient Raven Lager,LAGER,435781629893,428,3.87,2022-11-10T10:06:26,2023-12-28T13:40:44
Hazy Bluff Ale,SOUR,749213034754,331,24.17,2020-07-17T13:26:33,2022-03-07T21:12:34
Hoppy Eagle Pilsner,IPA,294207420436,47,21.61,2021-12-02T07:34:18,2023-06-01T04:45:28
Golden Hawk Sour,PILSNER,463931142054,372,12.19,2022-06-03T15:08:47,2022-10-23T05:23:36
Rustic Creek Sour,PORTER,784564549379,315,5.08,2023-03-01T20:15:20,2023-12-20T00:54:40
Rustic Coast Porter,ALE,145507630936,134,16.61,2022-11-12T21:56:38,2023-05-20T06:42:09
Hazy Peak IPA,ALE,162510533874,284,13.28,2020-04-21T04:27:54,2024-08-03T00:48:03
Session Peak IPA,LAGER,765741710196,208,13.04,2023-05-24T18:42:18,2023-11-20T15:44:06
Rustic Fox Bock,SOUR,090420555976,456,18.76,2021-12-16T02:40:49,2024-07-23T20:04:07
Ancient Ridge Lager,PALE_ALE,406368763528,209,21.1,2024-05-17T20:58:31,2024-06-06T18:54:43
Sweet Lion Stout,WHEAT,289499399338,265,4.91,2023-12-29T15:44:41,2024-10-31T19:25:41
Roasted Storm Ale,GOSE,628599742672,334,17.94,2022-08-26T06:58:40,2022-12-14T22:46:13
Malty Eagle Gose,PALE_ALE,229905729307,72,12.93,2023-11-26T00:02:00,2024-07-30T13:23:45
Hoppy Dragon Bock,LAGER,733940565956,450,15.89,2022-01-04T14:15:54,2024-07-28T12:20:55
Smooth Coast IPA,PILSNER,717472094666,41,22.33,2021-01-13T09:04:18,2024-04-30T04:00:35
Imperial Tiger Porter,PILSNER,194951324076,255,12.04,2021-12-20T22:57:46,2024-10-31T16:01:00
Ancient Fox Ale,ALE,352444368463,1,6.06,2022-05-25T10:21:58,2023-01-18T03:51:33
Dark Falcon Porter,STOUT,127960655585,421,5.7,2024-03-28T10:01:13,2024-03-29T08:23:02
Sweet Storm Gose,SOUR,152337351522,298,7.39,2022-10-21T22:12:46,2023-07-07T00:03:00
Sweet Coast Gose,STOUT,172287778441,253,5.38,2020-09-18T19:19:00,2023-09-22T15:24:48
Session Bear Wheat,PILSNER,709899340362,445,8.39,2020-10-31T04:16:35,2022-07-31T20:45:09
Imperial Bluff Ale,IPA,635954100782,246,17.03,2021-10-19T07:01:29,2023-09-03T11:33:22
Wild Storm Pilsner,PILSNER,436327182162,109,6.36,2022-06-09T08:43:17,2023-05-01T14:16:16
Imperial Forest IPA,SOUR,429544546539,421,21.87,2022-09-29T10:09:00,2023-02-04T08:33:04
Bold Bear Gose,IPA,311035846677,176,19.19,2021-11-19T10:25:14,2024-02-23T19:06:43
Golden Tiger Sour,SOUR,334997634905,482,3.83,2024-04-24T01:39:22,2024-12-15T17:11:16
Amber Eagle Gose,GOSE,998083008212,199,20.39,2023-12-07T13:39:36,2024-03-04T20:43:18
Wild Raven Porter,GOSE,819390309292,374,11.39,2020-02-17T21:59:59,2023-06-26T20:09:52
Golden Forest Porter,IPA,068833482440,81,24.2,2024-12-01T21:18:26,2024-12-19T05:23:15
Session Dragon Pilsner,ALE,632528519896,118,7.6,2022-01-22T06:03:35,2024-02-08T06:38:36
Hoppy Mountain IPA,WHEAT,037595767709,156,7.75,2024-10-24T15:34:38,2024-12-08T02:28:44
Rustic Wolf Stout,PORTER,776036602359,193,14.82,2023-12-07T03:51:36,2024-10-21T12:39:22
Frosty Lion Sour,PILSNER,322919689049,122,18.86,2022-08-23T07:36:18,2022-10-05T20:35:05
Sweet Falcon Sour,PALE_ALE,078973163934,20,4.28,2024-07-03T20:18:53,2024-07-26T23:55:20
Frosty River Lager,PILSNER,191002781006,200,4.05,2022-02-25T20:11:40,2023-01-19T11:29:10
Cloudy Wolf Gose,PORTER,014608096265,88,17.85,2021-01-15T19:03:56,2022-02-15T19:59:04
Wild Bluff Pilsner,SOUR,826416714120,31,23.54,2021-08-31T21:26:51,2022-02-19T16:55:00
Cloudy Peak Gose,PILSNER,077917707654,401,19.19,2020-10-23T09:48:44,2020-12-05T11:14:41
Amber Eagle Sour,SOUR,027254095790,31,18.26,2020-03-14T04:09:47,2022-10-07T07:45:46
Golden Forest Pilsner,PALE_ALE,117516702154,38,21.57,2021-08-06T07:38:22,2023-05-09T09:41:10
Dark Valley Pilsner,SOUR,615524020291,328,10.34,2024-12-10T22:32:02,2024-12-28T18:56:46
Smooth Mountain Pilsner,SOUR,099466335238,326,8.01,2020-06-05T08:21:18,2022-11-20T02:20:46
Cloudy Storm Sour,PILSNER,992975673104,466,7.0,2023-01-27T05:45:07,2024-11-29T09:50:07
Crispy Storm Stout,PORTER,844485726722,251,16.49,2022-03-10T13:55:58,2023-09-26T06:40:36
Malty Wolf Sour,PORTER,471172075927,370,7.07,2022-11-10T11:47:47,2024-04-04T20:12:44
Session Coast Stout,PALE_ALE,056057981282,388,7.35,2023-09-13T13:29:18,2024-03-14T06:24:40
Malty Falcon Ale,PILSNER,823299098522,351,5.42,2020-07-02T21:27:01,2022-06-10T22:16:17
Hoppy Dragon Stout,IPA,832706791630,340,9.42,2023-09-23T05:16:46,2023-10-10T11:55:06
Cloudy Tiger Bock,SOUR,827439897477,54,10.77,2021-06-13T23:52:15,2024-09-16T01:28:27
Smooth River IPA,STOUT,894595127606,89,6.54,2021-01-04T12:13:57,2023-02-19T01:48:06
Crispy Wolf Lager,GOSE,815384299526,137,18.86,2022-08-18T04:06:44,2024-06-25T14:26:26
Sweet Dragon IPA,PALE_ALE,016771480687,187,22.37,2020-02-29T02:15:35,2020-10-11T07:08:11
Wild Lion Porter,PALE_ALE,315589515001,167,8.02,2020-08-06T09:04:13,2021-01-19T13:42:54
Amber Dragon Lager,ALE,755076833862,203,12.5,2024-07-09T03:21:15,2024-11-19T17:54:23
Hazy Creek Stout,LAGER,016589874262,193,22.29,2024-06-07T09:08:43,2024-09-17T20:00:58
Roasted Coast Gose,STOUT,687939410805,288,13.28,2020-09-02T05:04:30,2024-09-07T07:25:51
Imperial Fox Stout,IPA,438978722157,432,11.43,2022-08-28T22:32:39,2024-09-20T02:17:45
Imperial Tiger Stout,IPA,865972997259,336,13.82,2024-08-23T11:45:47,2024-09-20T02:40:06
Golden Tiger Wheat,PILSNER,158313626303,322,13.5,2020-07-03T22:24:18,2023-08-05T08:30:38
Rustic Peak Bock,IPA,162996673000,490,19.13,2024-07-01T05:30:41,2024-12-18T07:08:40
Hoppy Fox Lager,LAGER,078796638839,329,9.07,2020-05-08T07:49:33,2022-11-16T17:39:08
Frosty Mountain Porter,SOUR,933550539810,356,16.21,2021-05-05T01:48:53,2023-07-05T09:20:01
Roasted Dragon Stout,PILSNER,530193129808,478,8.73,2023-02-18T15:55:19,2024-12-11T10:36:13
Malty Mountain Gose,SOUR,212466018394,442,19.0,2023-01-26T22:59:15,2023-08-08T18:39:09
Crispy Raven IPA,SOUR,346276829064,144,6.85,2020-10-16T13:57:38,2022-06-14T07:34:52
Amber Ridge Stout,WHEAT,770505092891,270,17.96,2022-08-06T23:19:43,2023-12-26T16:45:50
Hazy Wolf Sour,ALE,295624364920,149,24.15,2021-01-17T20:57:02,2023-05-25T11:14:08
Wild Ridge Stout,PILSNER,823177303267,332,14.53,2022-04-03T03:16:11,2023-10-08T12:44:54
Smooth Creek Ale,STOUT,356654854673,161,17.77,2020-09-20T12:09:56,2022-02-08T14:51:43
Wild Raven IPA,LAGER,150319197972,202,4.65,2022-01-31T09:28:19,2023-10-17T19:20:15
Session Eagle Porter,STOUT,747758529798,91,11.32,2023-04-21T04:08:53,2024-11-02T11:26:34
Ancient Raven Pilsner,ALE,665660040469,342,16.12,2024-07-22T04:04:38,2024-10-13T08:38:40
Rustic Falcon Gose,IPA,265920482201,275,16.44,2020-01-03T06:28:05,2021-07-10T04:15:51
